,number,name,theme,year,pieces,minifigs,availability,retired,released_date,retired_date,retail,value
3936,3432-1,NBA Challenge,Sports,2003,451,10,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,43.99,262.94
3937,3433-1,The Ultimate NBA Arena,Sports,2003,491,10,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,70.39,704.88
3938,3440-1,NBA Jam Session Co-Pack,Sports,2003,70,2,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,70.73
3939,3500-1,Kobe Bryant,Sports,2003,4,1,Promotional,True,2003-01-01 00:00:00,2005-01-01 00:00:00,0.0,211.24
3940,3529-1,Pau Gasol,Sports,2003,4,1,Promotional,True,2003-01-01 00:00:00,2005-01-01 00:00:00,0.0,17.34
3941,3530-1,Tony Parker,Sports,2003,4,1,Promotional,True,2003-01-01 00:00:00,2005-01-01 00:00:00,0.0,30.5
3942,3535-1,Skateboard Street Park,Sports,2003,69,1,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,8.79,39.63
3943,3536-1,Snowboard Big Air Comp,Sports,2003,82,1,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,13.19,123.62
3944,3537-1,Skateboard Vert Park Challenge,Sports,2003,88,2,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,64.5
3945,3538-1,Snowboard Boarder Cross Race,Sports,2003,195,2,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,26.39,210.64
3946,3540-1,Puck Passer,Sports,2003,44,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,7.03,11.44
3947,3541-1,Slap Shot,Sports,2003,45,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,7.03,12.43
3948,3542-1,Flip Shot,Sports,2003,46,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,7.03,9.99
3949,3543-1,Slammer Goalie,Sports,2003,45,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,7.03,23.03
3950,3544-1,Game Set,Sports,2003,154,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,13.19,26.13
3951,3545-1,Puck Feeder,Sports,2003,152,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,13.19,34.4
3952,3548-1,Slam Dunk Trainer,Sports,2003,19,1,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,3.51,27.75
3953,3549-1,Practice Shooting,Sports,2003,17,1,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,3.51,15.36
3954,3550-1,Jump and Shoot,Sports,2003,17,1,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,3.51,42.06
3955,3557-1,Blue Player and Goal,Sports,2003,33,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,3.51,7.08
3956,3558-1,Red Player and Goal,Sports,2003,33,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,3.51,3.73
3957,3559-1,Red and Blue Player,Sports,2003,40,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,3.51,5.29
3958,3560-1,NBA Collectors # 1,Sports,2003,12,3,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,7.03,22.33
3959,3561-1,NBA Collectors # 2,Sports,2003,12,3,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,7.03,42.8
3960,3562-1,NBA Collectors # 3,Sports,2003,13,3,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,7.03,35.2
3961,3563-1,NBA Collectors # 4,Sports,2003,12,3,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,7.03,61.2
3962,3564-1,NBA Collectors # 5,Sports,2003,12,3,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,7.03,28.27
3963,3565-1,NBA Collectors # 6,Sports,2003,12,3,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,7.03,25.66
3964,3566-1,NBA Collectors # 7,Sports,2003,12,3,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,7.03,32.76
3965,3567-1,NBA Collectors # 8,Sports,2003,12,3,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,7.03,27.78
3966,3584-1,Rapid Return,Sports,2003,47,1,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,7.03,175.12
3967,3585-1,Snowboard Super Pipe,Sports,2003,227,2,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,43.99,180.14
3968,4013-1,Create and Imagine,Creator,2003,1000,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,26.39,66.9
3969,4014-1,Creator Exclusive,Creator,2003,500,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,40.15
3970,4023-1,Fun and Adventure,Creator,2003,55,1,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,3.51,11.42
3971,4024-1,Advent Calendar,Creator,2003,344,0,RetailLimited,True,2003-01-01 00:00:00,2005-01-01 00:00:00,13.19,54.67
3972,4026-1,Create Your Dreams,Creator,2003,100,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,3.07,13.19
3973,4027-1,Build and Imagine,Creator,2003,100,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,3.07,9.24
3974,4028-1,World of Bricks,Creator,2003,500,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,8.79,37.03
3975,4029-1,Build with Bricks Bucket,Creator,2003,500,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,8.79,56.04
3976,4032-1,Holiday Jet LEGO Air,World City,2003,151,3,Exclusive,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,107.72
3977,4032-2,Holiday Jet SAS,World City,2003,151,3,Exclusive,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,398.15
3978,4032-3,Holiday Jet EL AL,World City,2003,151,3,Exclusive,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,98.89
3979,4032-4,Holiday Jet Iberia,World City,2003,151,3,Exclusive,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,78.41
3980,4032-5,Holiday Jet JAL,World City,2003,151,3,Exclusive,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,112.2
3981,4032-6,Holiday Jet Lauda Air,World City,2003,151,3,Exclusive,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,127.53
3982,4032-7,Holiday Jet ANA,World City,2003,151,3,Exclusive,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,248.97
3983,4032-8,Holiday Jet SWISS,World City,2003,151,3,Exclusive,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,117.0
3984,4032-9,Holiday Jet Snowflake,World City,2003,151,3,Exclusive,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,871.2
3985,4032-10,Holiday Jet Austrian Air,World City,2003,151,3,Exclusive,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,138.65
3986,4032-11,Holiday Jet KLM,World City,2003,151,3,Exclusive,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,79.9
3987,4032-12,Holiday Jet Malaysian Air,World City,2003,151,3,Exclusive,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,174.43
3988,4032-13,Holiday Jet Aeroflot,World City,2003,151,3,Exclusive,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,174.43
3989,4038-1,Fun Flyer,Basic,2003,30,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,1.31,13.1
3990,4047-1,Ultimate Wheels,Creator,2003,514,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,26.39,114.55
3991,4048-1,Mechs,Creator,2003,554,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,26.39,131.89
3992,4090-1,Motion Madness,Creator,2003,244,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,13.19,44.27
3993,4093-1,Wild Wind-Up,Creator,2003,320,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,21.99,57.53
3994,4094-1,Motor Movers,Creator,2003,253,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,39.99,175.99
3995,4095-1,Record and Play,Creator,2003,345,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,43.99,79.31
3996,4096-1,Micro Wheels,Creator,2003,215,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,8.79,25.18
3997,4097-1,Mini Robots,Creator,2003,229,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,8.79,76.52
3998,4098-1,High Flyers,Creator,2003,197,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,8.79,23.44
3999,4099-1,Robobots,Creator,2003,325,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,31.57
4000,4100-1,Maximum Wheels,Creator,2003,299,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,29.45
4001,4101-1,Wild Collection,Creator,2003,492,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,26.39,69.06
4002,4278-1,Large Tub,Creator,2003,1000,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,26.39,69.11
4003,4279-1,Creator Strata Red,Creator,2003,1000,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,26.39,69.2
4004,4300-1,Green Car,Racers,2003,21,1,Promotional,True,2003-01-01 00:00:00,2005-01-01 00:00:00,0.0,3.11
4005,4301-1,Blue Car,Racers,2003,24,1,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,0.88,4.3
4006,4400-1,Build With Bricks,Creator,2003,705,0,RetailLimited,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,65.43
4007,4401-1,Little Creations,Creator,2003,110,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,6.15,7.87
4008,4402-1,Sea Riders,Creator,2003,547,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,39.99,83.89
4009,4403-1,Air Blazers,Creator,2003,702,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,43.99,122.98
4010,4404-1,Land Busters,Creator,2003,770,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,52.79,125.75
4011,4405-1,Large Creator Tub,Creator,2003,1305,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,26.39,68.05
4012,4475-1,Jabba's Message,Star Wars,2003,46,3,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,6.15,71.42
4013,4476-1,Jabba's Prize,Star Wars,2003,40,2,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,6.15,135.71
4014,4477-1,T-16 Skyhopper ,Star Wars,2003,98,1,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,13.19,82.5
4015,4478-1,Geonosian Fighter,Star Wars,2003,170,4,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,189.53
4016,4479-1,TIE Bomber,Star Wars,2003,230,1,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,26.39,176.94
4017,4480-1,Jabba's Palace,Star Wars,2003,231,6,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,26.39,316.09
4018,4481-1,Hailfire Droid,Star Wars,2003,681,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,43.99,195.65
4019,4482-1,AT-TE,Star Wars,2003,658,4,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,61.59,600.03
4020,4483-1,AT-AT,Star Wars,2003,1068,4,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,87.99,326.64
4021,4484-1,X-Wing Fighter & TIE Advanced,Star Wars,2003,76,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,3.51,26.31
4022,4485-1,Sebulba's Podracer & Anakin's Podracer,Star Wars,2003,72,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,3.51,13.19
4023,4486-1,AT-ST & Snowspeeder,Star Wars,2003,76,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,3.51,20.07
4024,4487-1,Jedi Starfighter & Slave I,Star Wars,2003,53,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,3.51,24.72
4025,4488-1,Millennium Falcon,Star Wars,2003,87,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,6.15,48.39
4026,4489-1,AT-AT,Star Wars,2003,98,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,6.15,39.1
4027,4490-1,Republic Gunship,Star Wars,2003,102,0,Retail,True,2003-01-06 00:00:00,2005-01-06 00:00:00,6.15,33.75
4028,4491-1,MTT,Star Wars,2003,99,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,6.15,20.46
4029,4511-1,High Speed Train,World City,2003,336,3,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,79.19,316.71
4030,4512-1,Cargo Train,World City,2003,548,3,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,123.19,441.08
4031,4513-1,Grand Central Station,World City,2003,354,5,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,43.99,145.15
4032,4514-1,Cargo Crane,World City,2003,177,2,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,103.36
4033,4719-1,Quality Quidditch Supplies,Harry Potter,2003,120,1,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,8.79,59.6
4034,4720-1,Knockturn Alley,Harry Potter,2003,209,2,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,155.87
4035,4850-1,Spider-Man's First Chase,Spider-Man,2003,191,3,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,396.88
4036,4851-1,Spider-Man and Green Goblin Origins,Spider-Man,2003,218,6,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,26.39,491.91
4037,4852-1,Spider-Man vs. Green Goblin -- The final showdown,Spider-Man,2003,360,4,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,43.99,513.22
4038,5012-1,Soccer,Sports,2003,15,1,Promotional,True,2003-01-09 00:00:00,2005-01-09 00:00:00,0.0,4.48
4039,5013-1,Basketball,Sports,2003,25,1,Promotional,True,2003-01-01 00:00:00,2005-01-01 00:00:00,0.0,144.08
4040,5014-1,Hockey,Sports,2003,28,0,Promotional,True,2003-01-09 00:00:00,2005-01-09 00:00:00,0.0,1.88
4041,5015-1,Skateboarder,Sports,2003,15,1,Promotional,True,2003-01-01 00:00:00,2005-01-01 00:00:00,0.0,6.45
4042,5016-1,Basketball,Sports,2003,17,1,Promotional,True,2003-01-01 00:00:00,2005-01-01 00:00:00,0.0,24.6
4043,5017-1,Hockey Headshox,Sports,2003,36,0,Promotional,True,2003-01-01 00:00:00,2005-01-01 00:00:00,0.0,6.34
4044,5018-1,Snowboard,Sports,2003,17,1,Promotional,True,2003-01-01 00:00:00,2005-01-01 00:00:00,0.0,20.22
4045,5437-1,Chicken,Explore,2003,6,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,1.75,2.54
4046,7030-1,Squad Car,World City,2003,52,1,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,3.51,29.78
4047,7031-1,Helicopter,World City,2003,88,1,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,8.79,17.12
4048,7032-1,Police 4WD and Undercover Van,World City,2003,154,2,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,13.19,36.85
4049,7033-1,Armoured Car Action,World City,2003,181,2,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,48.16
4050,7034-1,Surveillance Truck,World City,2003,261,2,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,26.39,49.97
4051,7035-1,Police HQ,World City,2003,422,4,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,43.99,322.74
4052,7212-1,Inflight Sales,Creator,2003,129,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,8.79,34.26
4053,7221-1,Robots,Creator,2003,24,0,Promotional,True,2003-01-01 00:00:00,2005-01-01 00:00:00,0.0,3.99
4054,7222-1,Flyers,Creator,2003,28,0,Promotional,True,2003-01-01 00:00:00,2005-01-01 00:00:00,0.0,2.46
4055,7223-1,Wheelers,Creator,2003,36,0,Promotional,True,2003-01-01 00:00:00,2005-01-01 00:00:00,0.0,3.76
4056,7224-1,Christmas,Creator,2003,34,0,Promotional,True,2003-01-12 00:00:00,2005-01-12 00:00:00,0.0,8.03
4057,7409-1,Secret of the Tomb,Adventurers,2003,42,2,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,3.51,24.96
4058,7410-1,Jungle River,Adventurers,2003,64,1,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,7.03,50.03
4059,7411-1,Tygurah's Roar,Adventurers,2003,87,1,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,8.79,60.52
4060,7412-1,Yeti's Hideout,Adventurers,2003,107,1,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,8.79,57.2
4061,7413-1,Passage of Jun-Chi,Adventurers,2003,94,1,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,8.79,39.44
4062,7414-1,Elephant Caravan,Adventurers,2003,86,3,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,123.19
4063,7415-1,Aero Nomad,Adventurers,2003,120,2,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,91.54
4064,7416-1,Emperor's Ship,Adventurers,2003,177,3,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,107.36
4065,7417-1,Temple of Mount Everest,Adventurers,2003,292,4,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,26.39,187.12
4066,7418-1,Scorpion Palace,Adventurers,2003,341,5,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,43.99,217.41
4067,7418-2,Scorpion Palace and Foam Scimitar,Adventurers,2003,342,0,RetailLimited,True,2003-01-01 00:00:00,2005-01-01 00:00:00,52.79,227.63
4068,7420-1,Thunder Blazer,Adventurers,2003,69,1,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,7.03,62.47
4069,7422-1,Red Eagle,Adventurers,2003,33,1,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,3.51,37.03
4070,7423-1,Mountain Sleigh,Adventurers,2003,30,1,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,3.51,33.44
4071,7424-1,Black Cruiser,Adventurers,2003,28,1,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,3.51,42.25
4072,7467-1,International Space Station,Discovery,2003,162,0,RetailLimited,True,2003-01-01 00:00:00,2005-01-01 00:00:00,13.19,96.8
4073,7468-1,Saturn V Moon Mission,Discovery,2003,178,0,RetailLimited,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,132.47
4074,7469-1,Mission To Mars,Discovery,2003,418,0,RetailLimited,True,2003-01-01 00:00:00,2005-01-01 00:00:00,26.39,104.72
4075,7470-1,Space Shuttle Discovery-STS-31,Discovery,2003,828,0,RetailLimited,True,2003-01-01 00:00:00,2005-01-01 00:00:00,43.99,203.34
4076,7471-1,Mars Exploration Rover,Discovery,2003,870,0,RetailLimited,True,2003-01-01 00:00:00,2005-01-01 00:00:00,79.19,239.53
4077,7836-1,Halloween,Creator,2003,200,0,Promotional,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,24.26
4078,8350-1,Pro Stunt,Racers,2003,30,1,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,3.51,17.4
4079,8353-1,Slammer Rhino,Racers,2003,220,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,36.46
4080,8354-1,Exo Force Bike,Racers,2003,101,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,8.79,16.5
4081,8355-1,H.O.T. Blaster Bike,Racers,2003,88,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,8.79,30.59
4082,8356-1,Jungle Monster,Racers,2003,116,1,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,13.19,70.09
4083,8357-1,Zonic Strike,Racers,2003,107,1,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,13.19,52.79
4084,8358-1,Off-Roader,Racers,2003,26,1,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,3.51,15.27
4085,8359-1,Desert Racer,Racers,2003,27,1,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,3.51,11.83
4086,8360-1,Track Racer,Racers,2003,24,1,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,3.51,12.9
4087,8363-1,Baja Desert Racers,Racers,2003,322,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,39.99,185.05
4088,8364-1,Multi-Challenge Race Track,Racers,2003,638,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,79.2,285.16
4089,8365-1,Tuneable Racer,Racers,2003,196,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,61.59,68.16
4090,8366-1,Supersonic RC,Racers,2003,429,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,114.39,463.07
4091,8370-1,Nitro Stunt Bike,Racers,2003,92,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,8.79,26.64
4092,8371-1,Extreme Power Bike,Racers,2003,98,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,8.79,34.3
4093,8374-1,Williams F1 Team Racer,Racers,2003,98,1,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,11.43,117.28
4094,8376-1,Hot Flame RC Car,Racers,2003,257,0,RetailLimited,True,2003-01-01 00:00:00,2005-01-01 00:00:00,70.39,242.0
4095,8438-1,Pneumatic Crane Truck,Technic,2003,848,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,74.79,356.71
4096,8441-1,Fork-Lift Truck,Technic,2003,70,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,5.27,22.57
4097,8451-1,Dump Truck,Technic,2003,183,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,39.98
4098,8453-1,Front-End Loader,Technic,2003,214,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,33.58
4099,8454-1,Rescue Truck,Technic,2003,639,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,61.59,130.1
4100,8455-1,Back-Hoe,Technic,2003,704,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,87.99,366.01
4101,10021-1,USS Constellation,Hobby Set,2003,973,0,Exclusive,True,1978-01-09 00:00:00,1980-01-09 00:00:00,52.79,207.01
4102,10027-1,Train Engine Shed,World City,2003,664,2,Exclusive,True,2003-01-01 00:00:00,2005-01-01 00:00:00,61.59,515.28
4103,10041-1,Main Street,Town,2003,616,8,Exclusive,True,2003-01-01 00:00:00,2005-01-01 00:00:00,57.2,372.59
4104,10042-1,U.S. Flag,Bulk Bricks,2003,35,0,Exclusive,True,2003-01-01 00:00:00,2005-01-01 00:00:00,2.63,17.49
4105,10071-1,Mr. Bunny,Seasonal,2003,25,0,Exclusive,True,2003-01-01 00:00:00,2005-01-01 00:00:00,2.19,7.87
4106,10072-1,Technic Beams,Bulk Bricks,2003,56,0,Exclusive,True,2003-01-01 00:00:00,2005-01-01 00:00:00,8.79,16.38
4107,10073-1,Technic Bushes,Bulk Bricks,2003,130,0,Exclusive,True,2003-01-01 00:00:00,2005-01-01 00:00:00,8.79,9.71
4108,10074-1,Technic Cross Axles,Bulk Bricks,2003,68,0,Exclusive,True,2003-01-01 00:00:00,2005-01-01 00:00:00,8.79,20.56
4109,10076-1,Technic Gear Wheels,Bulk Bricks,2003,37,0,Exclusive,True,2003-01-01 00:00:00,2005-01-01 00:00:00,11.43,35.38
4110,10077-1,Technic Motor,Bulk Bricks,2003,55,0,Exclusive,True,2003-01-01 00:00:00,2005-01-01 00:00:00,11.43,27.45
4111,10078-1,Train Connection Wire,Trains,2003,1,0,Exclusive,True,2003-01-01 00:00:00,2005-01-01 00:00:00,7.91,73.81
4112,10079-1,Snowman,Seasonal,2003,42,0,Exclusive,True,2003-01-01 00:00:00,2005-01-01 00:00:00,2.19,6.27
4113,10080-1,Angel,Seasonal,2003,33,0,Exclusive,True,2003-01-01 00:00:00,2005-01-01 00:00:00,2.19,9.86
4114,10090-1,Turkey,Seasonal,2003,54,0,Exclusive,True,2003-01-01 00:00:00,2005-01-01 00:00:00,3.07,11.65
4115,10121-1,NBA Basketball Teams,Sports,2003,20,5,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,8.79,76.38
4116,10124-1,Wright Flyer,Advanced Models,2003,670,0,Exclusive,True,2003-01-01 00:00:00,2005-01-01 00:00:00,52.79,487.1
4117,10127-1,NHL All Teams Set,Sports,2003,59,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,7.91,46.43
4118,10128-1,Train Level Crossing,World City,2003,327,2,Exclusive,True,2003-01-01 00:00:00,2005-01-01 00:00:00,43.99,224.71
4119,10129-1,Rebel Snowspeeder,Star Wars,2003,1455,0,RetailLimited,True,2003-01-01 00:00:00,2005-01-01 00:00:00,99.99,851.45
4120,65182-1,Slammer Stadium,Sports,2003,22,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,39.99,127.2
4121,65221-1,Street Basketball with Spalding Mini-basketball,Sports,2003,186,0,Retail,True,2003-01-01 00:00:00,2005-01-01 00:00:00,26.39,340.01
4122,65277-1,Bionicle Rahkshi Kaita Za Pack,Bionicle,2003,162,0,RetailLimited,True,2003-01-01 00:00:00,2005-01-01 00:00:00,21.99,33.33
4123,4193351-1,Alpha Team Mission Deep Sea Clock,Gear,2003,0,1,RetailLimited,True,2003-01-01 00:00:00,2005-01-01 00:00:00,21.99,21.99
4124,4207901-1,Star Wars MINI Bonus Pack,Star Wars,2003,277,0,RetailLimited,True,2003-01-01 00:00:00,2005-01-01 00:00:00,17.59,59.8
4125,4228383-1,Vakama,Bionicle,2003,28,0,Promotional,True,2003-01-01 00:00:00,2005-01-01 00:00:00,0.0,174.85
4126,LLKING-1,King,Promotional,2003,45,0,Promotional,True,2003-01-01 00:00:00,2005-01-01 00:00:00,0.0,37.65
4127,LLSWAN-1,Swan,Promotional,2003,72,0,Promotional,True,2003-01-01 00:00:00,2005-01-01 00:00:00,0.0,35.4
4128,LMG001-1,Small Duck,Promotional,2003,8,0,Promotional,True,2003-01-01 00:00:00,2005-01-01 00:00:00,0.0,14.73
4129,LMG005-1,Deer,Promotional,2003,12,0,Promotional,True,2003-01-01 00:00:00,2005-01-01 00:00:00,0.0,35.09
4130,VPORIENT-1,World Travel Kit,Adventurers,2003,91,0,RetailLimited,True,2003-01-01 00:00:00,2005-01-01 00:00:00,11.43,62.88
4131,1149-1,Air Police,Town,2002,24,0,Exclusive,True,2002-01-01 00:00:00,2004-01-01 00:00:00,2.63,7.49
4132,1374-1,Green Goblin,Studios,2002,58,2,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,6.15,140.11
4133,1376-1,Spider-Man Action Studio,Studios,2002,248,5,Retail,True,2002-01-08 00:00:00,2004-01-08 00:00:00,26.39,169.37
4134,1380-1,Werewolf Ambush,Studios,2002,117,3,Retail,True,2002-01-01 00:00:00,2004-01-01 00:00:00,8.79,56.87
4135,1381-1,Vampire's Crypt,Studios,2002,176,4,Retail,True,2002-01-08 00:00:00,2004-01-08 00:00:00,17.59,131.95
