,number,name,theme,year,pieces,minifigs,availability,retired,released_date,retired_date,retail,value
12369,66555-1,Super Pack 2 in 1,Star Wars,2017,232,0,RetailLimited,True,2017-01-01 00:00:00,2019-01-01 00:00:00,39.99,82.07
12370,66556-1,Super Pack 2 in 1,Star Wars,2017,239,0,RetailLimited,True,2017-01-01 00:00:00,2019-01-01 00:00:00,39.99,65.94
12371,66558-1,Super Pack 5 in 1,Friends,2017,16,0,RetailLimited,True,2017-01-01 00:00:00,2019-01-01 00:00:00,49.99,47.37
12372,66559-1,Ultimate LEGO City Hero Pack,City,2017,416,0,RetailLimited,True,2017-01-01 00:00:00,2019-01-01 00:00:00,39.99,52.8
12373,70628-1,Lloyd Spinjitzu Master,The LEGO Ninjago Movie,2017,48,1,Retail,True,2018-01-01 00:00:00,2018-12-13 00:00:00,9.99,32.38
12374,70629-1,Piranha Chase,The LEGO Ninjago Movie,2017,217,4,Retail,True,2017-02-12 00:00:00,2018-11-12 00:00:00,19.99,26.11
12375,70631-1,Garmadon's Volcano Lair,The LEGO Ninjago Movie,2017,521,5,Retail,True,2017-02-12 00:00:00,2019-01-26 00:00:00,54.99,88.25
12376,70632-1,Quake Mech,The LEGO Ninjago Movie,2017,1202,5,Retail,True,2017-02-12 00:00:00,2019-02-23 00:00:00,89.99,144.79
12377,70656-1,garmadon; Garmadon; GARMADON!,The LEGO Ninjago Movie,2017,830,6,RetailLimited,True,2017-02-12 00:00:00,2019-02-01 00:00:00,55.99,149.42
12378,71343-1,Buttercup,Dimensions,2017,56,1,Retail,True,2017-09-13 00:00:00,2018-12-07 00:00:00,14.99,13.87
12379,75192-1,Millennium Falcon,Star Wars,2017,7541,8,Exclusive,False,2018-10-01 00:00:00,2025-06-30 00:00:00,849.99,747.99
12380,853664-1,Iconic Holiday Giftwrap,Gear,2017,0,0,Retail,True,2017-02-10 00:00:00,2018-01-15 00:00:00,4.99,5.04
12381,853670-1,Christmas Ornament Snowman,Seasonal,2017,25,0,Retail,True,2017-02-10 00:00:00,2017-12-10 00:00:00,7.99,11.16
12382,853711-1,LEGO House Boy Key Chain,Gear,2017,0,1,Retail,True,2017-01-01 00:00:00,2019-01-01 00:00:00,4.39,7.4
12383,853712-1,The LEGO House 2x4 Brick Key Chain,Gear,2017,0,0,Exclusive,True,2017-01-01 00:00:00,2019-01-01 00:00:00,4.39,9.56
12384,853713-1,LEGO House Girl Key Chain,Gear,2017,0,1,Retail,True,2017-01-01 00:00:00,2019-01-01 00:00:00,4.39,7.32
12385,3850070-1,Ollie,Exclusive,2017,58,0,Exclusive,True,2017-01-01 00:00:00,2019-01-01 00:00:00,4.39,17.29
12386,5004915-1,Master Wu Key Chain,Gear,2017,0,1,Promotional,True,2017-01-12 00:00:00,2017-07-12 00:00:00,0.0,2.64
12387,5004934-1,Christmas Ornament,Seasonal,2017,66,2,Promotional,True,2017-01-12 00:00:00,2019-01-12 00:00:00,0.0,6.12
12388,5004938-1,NINJAGO Minifigure Collection,Promotional,2017,29,4,RetailLimited,True,2017-01-10 00:00:00,2017-01-12 00:00:00,14.99,151.37
12389,5004939-1,The LEGO Batman Movie Minifigure Collection,Promotional,2017,27,4,RetailLimited,True,2017-01-10 00:00:00,2017-01-11 00:00:00,14.99,59.07
12390,5004940-1,City Jungle Minifigure Collection,Promotional,2017,21,4,RetailLimited,True,2017-01-10 00:00:00,2017-01-11 00:00:00,14.99,20.7
12391,5004941-1,Classic Minifigure Collection,Promotional,2017,18,4,RetailLimited,True,2017-01-10 00:00:00,2017-01-11 00:00:00,14.99,21.99
12392,5005396-1,Construction Worker Mask,Gear,2017,0,0,Retail,True,2017-03-10 00:00:00,2017-11-22 00:00:00,8.79,8.79
12393,5005399-1,8 Stud Bright Blue Storage Brick Drawer,Gear,2017,0,0,Retail,True,2017-09-15 00:00:00,2017-01-11 00:00:00,31.67,31.67
12394,5005403-1,4 Stud Bright Blue Storage Brick Drawer,Gear,2017,0,0,Retail,True,2017-09-15 00:00:00,2017-01-11 00:00:00,21.99,21.99
12395,5005413-1,THE LEGO NINJAGO MOVIE Bow Arrow,Gear,2017,0,0,Retail,True,2017-02-10 00:00:00,2018-06-15 00:00:00,11.43,11.43
12396,5005414-1,THE LEGO NINJAGO MOVIE Hammer,Gear,2017,0,0,Retail,True,2017-02-10 00:00:00,2018-05-08 00:00:00,11.43,11.43
12397,5005415-1,THE LEGO NINJAGO MOVIE Spear,Gear,2017,0,0,Retail,True,2017-02-10 00:00:00,2018-06-06 00:00:00,8.79,8.79
12398,5005416-1,THE LEGO NINJAGO MOVIE  Nunchucks,Gear,2017,0,0,Retail,True,2017-02-10 00:00:00,2018-06-25 00:00:00,8.79,8.79
12399,5005417-1,THE LEGO NINJAGO MOVIE Katana,Gear,2017,0,0,Retail,True,2017-02-10 00:00:00,2018-01-15 00:00:00,8.79,8.79
12400,5005424-1,THE LEGO NINJAGO MOVIE Sword,Gear,2017,0,0,Retail,True,2017-02-10 00:00:00,2018-01-15 00:00:00,8.79,8.79
12401,5005425-1,Iconic Yellow Hands,Gear,2017,0,0,Retail,True,2017-03-10 00:00:00,2017-10-30 00:00:00,8.79,12.24
12402,5005426-1,Cowgirl Mask,Gear,2017,0,0,Retail,True,2017-03-10 00:00:00,2018-01-15 00:00:00,8.79,8.79
12403,5005427-1,Police Officer Mask,Gear,2017,0,0,Retail,True,2017-03-10 00:00:00,2018-01-15 00:00:00,8.79,8.79
12404,5005428-1,Firefighter Mask,Gear,2017,0,0,Retail,True,2017-03-10 00:00:00,2018-01-15 00:00:00,8.79,15.39
12405,5005431-1,LEGO NINJAGO City Poster,Gear,2017,0,0,Promotional,True,2017-04-09 00:00:00,2017-09-30 00:00:00,0.0,4.8
12406,5005443-1,Millennium Falcon Poster,Gear,2017,0,0,Promotional,True,2017-01-09 00:00:00,2017-03-09 00:00:00,0.0,7.33
12407,951704-1,Fireman,City,2017,17,1,Promotional,True,2017-01-01 00:00:00,2017-01-02 00:00:00,0.0,3.43
12408,561706-1,Home Bakery,Friends,2017,29,0,Promotional,True,2017-01-01 00:00:00,2017-01-02 00:00:00,0.0,2.15
12409,LHGO-1,LEGO House Grand Opening,Promotional,2017,0,0,Promotional,True,2017-09-28 00:00:00,2017-09-28 00:00:00,0.0,338.48
12410,271714-1,Robin,Nexo Knights,2017,1,1,Promotional,True,2017-01-05 00:00:00,2017-01-06 00:00:00,0.0,3.15
12411,271720-1,Macy,Nexo Knights,2017,7,1,Promotional,True,2017-01-01 00:00:00,2017-01-02 00:00:00,0.0,3.76
12412,271721-1,Clay's Mini Falcon,Nexo Knights,2017,45,0,Promotional,True,2017-01-10 00:00:00,2017-01-11 00:00:00,0.0,2.27
12413,891723-1,Kai,Ninjago,2017,7,1,Promotional,True,2017-03-29 00:00:00,2017-04-24 00:00:00,0.0,5.74
12414,891729-1,Kai,Ninjago,2017,10,1,Promotional,True,2017-09-27 00:00:00,2017-10-27 00:00:00,0.0,3.82
12415,891730-1,Nindroid,Ninjago,2017,4,1,Promotional,True,2017-10-25 00:00:00,2017-11-21 00:00:00,0.0,5.73
12416,REDTEMPLE-1,Red Temple,Ninjago,2017,35,0,Promotional,True,2017-09-23 00:00:00,2017-09-23 00:00:00,0.0,9.82
12417,911728-1,First Order Snowspeeder,Star Wars,2017,44,0,Promotional,True,2017-01-10 00:00:00,2017-07-11 00:00:00,0.0,4.0
12418,911729-1,Droid Gunship,Star Wars,2017,25,0,Promotional,True,2017-01-11 00:00:00,2017-01-12 00:00:00,0.0,4.1
12419,471701-1,Lloyd,The LEGO Ninjago Movie,2017,6,1,Promotional,True,2017-04-10 00:00:00,2017-04-11 00:00:00,0.0,3.83
12420,TRUBB8-1,BB 8,Star Wars,2017,39,0,Promotional,True,2017-04-10 00:00:00,2017-04-10 00:00:00,0.0,18.55
12421,10260-1,Downtown Diner,Icons,2018,2480,6,Exclusive,True,2018-01-01 00:00:00,2020-01-11 00:00:00,149.99,253.44
12422,10401-1,Rainbow Fun,Classic,2018,85,0,Retail,True,2018-01-01 00:00:00,2018-06-11 00:00:00,4.99,7.49
12423,10402-1,Fun Future,Classic,2018,186,1,Retail,True,2018-01-01 00:00:00,2018-11-25 00:00:00,9.99,10.91
12424,10403-1,World Fun,Classic,2018,295,2,Retail,True,2018-01-01 00:00:00,2019-01-29 00:00:00,19.99,17.87
12425,10404-1,Ocean's Bottom,Classic,2018,579,2,Retail,True,2018-01-01 00:00:00,2018-12-12 00:00:00,29.99,42.6
12426,10405-1,Mission to Mars,Classic,2018,871,3,Retail,True,2018-02-03 00:00:00,2018-12-17 00:00:00,49.99,97.64
12427,10712-1,Bricks and Gears,Classic,2018,244,0,Retail,True,2018-01-01 00:00:00,2020-11-01 00:00:00,19.99,28.96
12428,10713-1,Creative Suitcase,Classic,2018,213,0,Retail,False,2018-01-01 00:00:00,2025-06-30 00:00:00,19.99,17.59
12429,10714-1,Blue Baseplate,Classic,2018,1,0,Retail,True,2018-01-01 00:00:00,2020-01-01 00:00:00,7.99,11.43
12430,10715-1,Bricks on a Roll,Classic,2018,442,0,Retail,True,2017-12-29 00:00:00,2019-12-29 00:00:00,24.99,44.0
12431,10748-1,Emma's Pet Party,Juniors,2018,67,1,Retail,True,2017-11-26 00:00:00,2019-06-02 00:00:00,9.99,11.26
12432,10749-1,Mia's Organic Food Market,Juniors,2018,115,1,Retail,True,2017-11-26 00:00:00,2019-01-18 00:00:00,19.99,20.61
12433,10750-1,Road Repair Truck,Juniors,2018,73,1,Retail,True,2017-11-26 00:00:00,2018-05-12 00:00:00,9.99,19.47
12434,10751-1,Mountain Police Chase,Juniors,2018,115,2,Retail,True,2017-11-26 00:00:00,2019-07-14 00:00:00,19.99,23.15
12435,10753-1,The Joker Batcave Attack,Juniors,2018,151,3,Retail,True,2018-01-01 00:00:00,2020-06-02 00:00:00,29.99,29.53
12436,10754-1,Spider-Man vs. Scorpion Street Showdown,Juniors,2018,125,2,Retail,True,2018-01-01 00:00:00,2019-06-08 00:00:00,22.99,35.2
12437,10755-1,Zane's Ninja Boat Pursuit,Juniors,2018,131,2,Retail,True,2018-01-01 00:00:00,2018-12-28 00:00:00,19.99,25.01
12438,10858-1,My First Puzzle Pets,Duplo,2018,18,0,Retail,True,2018-01-01 00:00:00,2019-11-19 00:00:00,9.99,12.92
12439,10859-1,My First Ladybug,Duplo,2018,6,0,Retail,True,2018-01-01 00:00:00,2019-01-26 00:00:00,4.99,10.25
12440,10860-1,My First Race Car,Duplo,2018,6,0,Retail,True,2018-01-01 00:00:00,2019-07-19 00:00:00,4.99,11.04
12441,10861-1,My First Emotions,Duplo,2018,28,0,Retail,True,2018-01-01 00:00:00,2019-06-02 00:00:00,19.99,17.04
12442,10862-1,My First Celebration,Duplo,2018,41,0,Retail,True,2018-01-01 00:00:00,2019-07-13 00:00:00,14.99,26.34
12443,10863-1,My First Animal Brick Box,Duplo,2018,34,0,Retail,True,2018-01-01 00:00:00,2020-01-12 00:00:00,29.99,60.66
12444,10864-1,Large Playground Brick Box,Duplo,2018,71,2,Retail,True,2018-01-01 00:00:00,2020-12-01 00:00:00,44.99,116.15
12445,10865-1,Fun Creations,Duplo,2018,70,0,Retail,True,2018-01-01 00:00:00,2020-06-03 00:00:00,24.99,55.93
12446,10867-1,Farmers' Market,Duplo,2018,26,3,Retail,True,2018-01-01 00:00:00,2020-12-01 00:00:00,19.99,37.41
12447,10868-1,Farm Pony Stable,Duplo,2018,59,2,Retail,True,2018-01-01 00:00:00,2020-10-01 00:00:00,29.99,57.17
12448,10869-1,Farm Adventures,Duplo,2018,104,3,Retail,True,2018-01-01 00:00:00,2019-09-12 00:00:00,59.99,104.1
12449,10870-1,Farm Animals,Duplo,2018,16,0,Retail,True,2018-01-01 00:00:00,2020-11-23 00:00:00,9.99,26.39
12450,10871-1,Airport,Duplo,2018,29,3,Retail,True,2018-01-01 00:00:00,2021-07-13 00:00:00,24.99,30.8
12451,10876-1,Spider-Man & Hulk Adventures,Duplo,2018,38,3,Retail,True,2018-01-01 00:00:00,2019-07-12 00:00:00,29.99,57.59
12452,10877-1,Belle's Tea Party,Duplo,2018,19,1,Retail,True,2018-01-01 00:00:00,2019-03-12 00:00:00,19.99,34.3
12453,10878-1,Rapunzel's Tower,Duplo,2018,37,1,Retail,True,2018-01-01 00:00:00,2018-11-20 00:00:00,29.99,122.95
12454,21039-1,Shanghai,Architecture,2018,597,0,Retail,True,2018-01-01 00:00:00,2021-09-01 00:00:00,59.99,84.78
12455,21138-1,The Melon Farm,Minecraft,2018,69,3,Retail,True,2018-01-01 00:00:00,2019-03-15 00:00:00,14.99,37.73
12456,21139-1,The Nether Fight,Minecraft,2018,84,3,Retail,True,2018-01-01 00:00:00,2018-12-18 00:00:00,14.99,38.39
12457,21140-1,The Chicken Coop,Minecraft,2018,198,1,Retail,True,2018-01-01 00:00:00,2020-12-11 00:00:00,19.99,34.85
12458,21141-1,The Zombie Cave,Minecraft,2018,241,3,Retail,True,2018-01-01 00:00:00,2020-11-25 00:00:00,19.99,24.19
12459,21142-1,The Polar Igloo,Minecraft,2018,278,2,Retail,True,2018-01-01 00:00:00,2020-10-01 00:00:00,39.99,52.86
12460,21143-1,The Nether Portal,Minecraft,2018,470,3,Retail,True,2018-01-01 00:00:00,2020-10-24 00:00:00,49.99,84.53
12461,21144-1,The Farm Cottage,Minecraft,2018,549,3,Retail,True,2018-01-01 00:00:00,2018-11-24 00:00:00,59.99,154.0
12462,30325-1,My First Dinosaur,Duplo,2018,7,0,Retail,True,2018-01-01 00:00:00,2020-01-01 00:00:00,5.27,5.07
12463,30356-1,Hot Dog Stand,City,2018,43,1,Promotional,True,2018-01-01 00:00:00,2018-01-15 00:00:00,0.0,11.47
12464,30358-1,Dragster,City,2018,40,1,Promotional,True,2018-01-01 00:00:00,2018-02-13 00:00:00,0.0,3.34
12465,30359-1,Police Water Plane,City,2018,48,1,RetailLimited,True,2018-01-06 00:00:00,2020-02-07 00:00:00,3.51,4.09
12466,30380-1,Kylo Ren's Shuttle,Star Wars,2018,33,0,Promotional,True,2018-01-01 00:00:00,2020-01-01 00:00:00,0.0,4.35
12467,30526-1,The Mini Ultimate Batmobile,The LEGO Batman Movie,2018,84,0,RetailLimited,True,2018-01-01 00:00:00,2020-01-01 00:00:00,3.51,7.81
12468,30532-1,Turbo,Ninjago,2018,61,1,Retail,True,2018-10-08 00:00:00,2019-01-27 00:00:00,3.49,4.72
12469,30542-1,Cute Pug,Creator,2018,68,0,RetailLimited,True,2018-01-01 00:00:00,2020-01-01 00:00:00,4.99,6.33
12470,31071-1,Drone Explorer,Creator,2018,109,0,Retail,True,2017-11-26 00:00:00,2019-10-12 00:00:00,9.99,14.01
12471,31072-1,Extreme Engines,Creator,2018,109,0,Retail,True,2017-11-26 00:00:00,2019-12-30 00:00:00,9.99,13.34
12472,31073-1,Mythical Creatures,Creator,2018,223,0,Retail,True,2018-01-01 00:00:00,2020-01-13 00:00:00,14.99,26.39
12473,31074-1,Rocket Rally Car,Creator,2018,241,0,Retail,True,2018-01-01 00:00:00,2020-11-01 00:00:00,19.99,23.06
12474,31075-1,Outback Adventures,Creator,2018,225,1,Retail,True,2017-11-26 00:00:00,2018-12-29 00:00:00,19.99,30.8
12475,31076-1,Daredevil Stunt Plane,Creator,2018,200,1,Retail,True,2017-11-26 00:00:00,2018-11-12 00:00:00,19.99,21.99
12476,31079-1,Sunshine Surfer Van,Creator,2018,379,2,Retail,True,2018-01-01 00:00:00,2020-11-01 00:00:00,29.99,39.6
12477,31080-1,Modular Winter Vacation,Creator,2018,374,2,Retail,True,2018-01-01 00:00:00,2018-11-24 00:00:00,29.99,46.17
12478,31081-1,Modular Skate House,Creator,2018,422,2,Retail,True,2017-11-26 00:00:00,2019-09-29 00:00:00,39.99,51.95
12479,40187-1,Flower Display,Seasonal,2018,100,0,Exclusive,True,2018-09-01 00:00:00,2018-01-17 00:00:00,5.99,16.58
12480,40197-1,Wedding Favor Set 2018,Exclusive,2018,132,2,Exclusive,True,2019-11-01 00:00:00,2021-02-26 00:00:00,9.74,73.13
12481,40235-1,Year of the Dog,Seasonal,2018,156,0,Promotional,True,2018-02-16 00:00:00,2018-02-28 00:00:00,0.0,32.12
12482,40270-1,Valentine's Bee,BrickHeadz,2018,140,0,Exclusive,True,2018-01-01 00:00:00,2019-01-11 00:00:00,9.99,14.98
12483,40298-1,DJ,Star Wars,2018,22,1,Promotional,True,2018-09-01 00:00:00,2020-09-01 00:00:00,5.27,8.8
12484,40307-1,Castle Interior Kit,Disney,2018,115,0,Retail,True,2018-01-01 00:00:00,2019-09-17 00:00:00,9.99,15.14
12485,40388-1,Mini-Doll Dress-Up Kit,Disney,2018,80,0,Exclusive,True,2018-01-01 00:00:00,2020-05-14 00:00:00,9.99,20.21
12486,40389-1,Photo Frame,Exclusive,2018,171,0,Exclusive,True,2018-01-01 00:00:00,2020-01-01 00:00:00,13.19,33.67
12487,41151-1,Mulan's Training Day,Disney,2018,104,1,Retail,True,2018-01-01 00:00:00,2019-02-24 00:00:00,14.99,13.2
12488,41152-1,Sleeping Beauty's Fairytale Castle,Disney,2018,322,3,Retail,True,2018-01-01 00:00:00,2018-11-24 00:00:00,39.99,74.06
12489,41153-1,Ariel's Royal Celebration Boat,Disney,2018,380,2,Retail,True,2018-01-01 00:00:00,2020-01-31 00:00:00,49.99,52.74
12490,41154-1,Cinderella's Dream Castle,Disney,2018,585,2,Retail,True,2018-01-01 00:00:00,2019-11-30 00:00:00,79.99,90.63
12491,41155-1,Elsa's Market Adventure,Disney,2018,125,2,Retail,True,2018-01-01 00:00:00,2020-01-13 00:00:00,19.99,18.02
12492,41190-1,Emily Jones & The Eagle Getaway,Elves,2018,149,2,Retail,True,2018-01-01 00:00:00,2018-12-27 00:00:00,14.99,20.17
12493,41191-1,Naida & The Water Turtle Ambush,Elves,2018,205,2,Retail,True,2018-01-01 00:00:00,2018-12-18 00:00:00,24.99,39.59
12494,41192-1,Azari & The Fire Lion Capture,Elves,2018,360,3,Retail,True,2018-01-01 00:00:00,2018-12-28 00:00:00,29.99,73.41
12495,41193-1,Aira & the Song of the Wind Dragon,Elves,2018,451,3,Retail,True,2018-01-01 00:00:00,2019-02-01 00:00:00,39.99,112.13
12496,41194-1,Noctura's Tower & the Earth Fox Rescue,Elves,2018,646,4,Retail,True,2018-01-01 00:00:00,2018-12-17 00:00:00,59.99,140.76
12497,41327-1,Mia's Bedroom,Friends,2018,86,1,Retail,True,2018-01-01 00:00:00,2018-12-13 00:00:00,9.99,21.77
12498,41328-1,Stephanie's Bedroom,Friends,2018,95,1,Retail,True,2018-01-01 00:00:00,2019-03-01 00:00:00,9.99,14.66
12499,41329-1,Olivia's Deluxe Bedroom,Friends,2018,163,1,Retail,True,2018-01-01 00:00:00,2018-12-28 00:00:00,14.99,20.84
12500,41330-1,Stephanie's Soccer Practice,Friends,2018,119,1,Retail,True,2018-01-01 00:00:00,2018-11-27 00:00:00,14.99,16.83
12501,41332-1,Emma's Art Stand,Friends,2018,210,1,Retail,True,2018-01-01 00:00:00,2019-08-26 00:00:00,19.99,27.72
12502,41333-1,Olivia's Mission Vehicle,Friends,2018,223,1,Retail,True,2018-01-01 00:00:00,2020-01-25 00:00:00,19.99,27.25
12503,41334-1,Andrea's Park Performance,Friends,2018,229,3,Retail,True,2018-01-01 00:00:00,2019-06-02 00:00:00,24.99,26.46
12504,41335-1,Mia's Tree House,Friends,2018,351,2,Retail,True,2018-01-01 00:00:00,2020-01-12 00:00:00,29.99,30.79
12505,41336-1,Emma's Art Café,Friends,2018,378,2,Retail,True,2018-01-01 00:00:00,2019-07-15 00:00:00,32.99,36.59
12506,41338-1,Stephanie's Sports Arena,Friends,2018,460,2,Retail,True,2018-01-01 00:00:00,2019-07-20 00:00:00,39.99,43.24
12507,41339-1,Mia's Camper Van,Friends,2018,488,2,Retail,True,2018-01-01 00:00:00,2019-10-12 00:00:00,54.99,82.0
12508,41340-1,Friendship House,Friends,2018,722,3,Retail,True,2018-01-01 00:00:00,2020-07-03 00:00:00,69.99,113.85
12509,41598-1,The Flash,BrickHeadz,2018,122,0,Retail,True,2018-01-01 00:00:00,2018-11-24 00:00:00,9.99,28.56
12510,41599-1,Wonder Woman,BrickHeadz,2018,143,0,Retail,True,2018-01-01 00:00:00,2018-05-10 00:00:00,9.99,23.57
12511,41600-1,Aquaman,BrickHeadz,2018,135,0,Retail,True,2018-01-01 00:00:00,2019-02-18 00:00:00,9.99,15.94
12512,41601-1,Cyborg,BrickHeadz,2018,108,0,Retail,True,2018-01-01 00:00:00,2018-11-27 00:00:00,9.99,15.0
12513,41602-1,Rey,BrickHeadz,2018,119,0,Retail,True,2018-01-01 00:00:00,2018-12-15 00:00:00,9.99,14.95
12514,41603-1,Kylo Ren,BrickHeadz,2018,130,0,Retail,True,2018-01-01 00:00:00,2018-10-18 00:00:00,9.99,18.12
12515,42071-1,Dozer Compactor,Technic,2018,171,0,Retail,True,2017-11-26 00:00:00,2019-07-13 00:00:00,14.99,33.36
12516,42072-1,WHACK!,Technic,2018,135,0,Retail,True,2017-11-26 00:00:00,2020-07-03 00:00:00,19.99,28.17
12517,42073-1,BASH!,Technic,2018,139,0,Retail,True,2017-11-26 00:00:00,2019-11-30 00:00:00,19.99,24.14
12518,42074-1,Racing Yacht,Technic,2018,330,0,Retail,True,2017-11-26 00:00:00,2019-07-12 00:00:00,29.99,50.7
12519,42075-1,First Responder,Technic,2018,513,0,Retail,True,2018-01-01 00:00:00,2020-11-01 00:00:00,39.99,74.84
12520,42076-1,Hovercraft,Technic,2018,1020,0,Retail,True,2018-01-01 00:00:00,2018-07-12 00:00:00,69.99,97.74
12521,42077-1,Rally Car,Technic,2018,1005,0,Retail,True,2018-01-01 00:00:00,2019-03-12 00:00:00,99.99,109.92
12522,42078-1,Mack Anthem,Technic,2018,2595,0,Retail,True,2018-01-01 00:00:00,2019-05-12 00:00:00,149.99,253.47
12523,42084-1,Hook Loader,Technic,2018,176,0,Retail,True,2017-11-26 00:00:00,2019-08-21 00:00:00,9.99,16.2
12524,60170-1,Off-Road Chase,City,2018,37,2,Retail,True,2018-01-01 00:00:00,2018-03-21 00:00:00,5.99,11.74
12525,60171-1,Mountain Fugitives,City,2018,88,4,Retail,True,2018-01-01 00:00:00,2019-10-01 00:00:00,9.99,9.73
12526,60172-1,Dirt Road Pursuit,City,2018,297,3,Retail,True,2017-11-26 00:00:00,2020-01-15 00:00:00,29.99,50.24
12527,60173-1,Mountain Arrest,City,2018,303,4,Retail,True,2017-11-26 00:00:00,2020-01-13 00:00:00,49.99,59.8
12528,60174-1,Mountain Police Headquarters,City,2018,663,7,Retail,True,2018-01-01 00:00:00,2020-11-01 00:00:00,79.99,110.92
12529,60175-1,Mountain River Heist,City,2018,387,4,Retail,True,2018-01-01 00:00:00,2019-02-13 00:00:00,39.99,57.89
12530,60176-1,Wild River Escape,City,2018,126,2,Retail,True,2018-01-01 00:00:00,2019-08-19 00:00:00,14.99,26.49
12531,60177-1,Airshow Jet,City,2018,87,1,Retail,True,2018-01-01 00:00:00,2018-12-24 00:00:00,9.99,12.29
12532,60178-1,Speed Record Car,City,2018,78,1,Retail,True,2018-01-01 00:00:00,2018-12-29 00:00:00,9.99,10.46
12533,60179-1,Ambulance Helicopter,City,2018,190,3,Retail,True,2017-11-26 00:00:00,2019-07-13 00:00:00,19.99,27.38
12534,60180-1,Monster Truck,City,2018,192,1,Retail,True,2017-11-26 00:00:00,2020-02-02 00:00:00,19.99,21.28
12535,60181-1,Forest Tractor,City,2018,174,1,Retail,True,2017-11-26 00:00:00,2020-05-02 00:00:00,19.99,32.72
12536,60182-1,Pickup & Caravan,City,2018,344,3,Retail,True,2017-11-26 00:00:00,2020-02-29 00:00:00,29.99,52.1
12537,60183-1,Heavy Cargo Transport,City,2018,310,2,Retail,True,2017-11-26 00:00:00,2020-10-01 00:00:00,29.99,48.58
12538,60184-1,Mining Team,City,2018,82,4,Retail,True,2018-01-01 00:00:00,2019-07-13 00:00:00,9.99,11.47
12539,60185-1,Mining Power Splitter,City,2018,127,1,Retail,True,2018-01-01 00:00:00,2019-07-15 00:00:00,14.99,21.99
12540,60186-1,Mining Heavy Driller,City,2018,294,3,Retail,True,2018-01-01 00:00:00,2019-07-14 00:00:00,39.99,64.43
12541,60188-1,Mining Experts Site,City,2018,883,6,Retail,True,2018-01-01 00:00:00,2019-07-13 00:00:00,89.99,162.23
12542,70633-1,Kai Spinjitzu Master,Ninjago,2018,61,1,Retail,True,2018-01-01 00:00:00,2019-01-26 00:00:00,9.99,21.82
12543,70634-1,Nya Spinjitzu Master,Ninjago,2018,69,1,Retail,True,2018-01-01 00:00:00,2019-06-03 00:00:00,9.99,40.72
12544,70635-1,Jay Spinjitzu Master,Ninjago,2018,68,1,Retail,True,2018-01-01 00:00:00,2019-02-25 00:00:00,9.99,30.07
12545,70636-1,Zane Spinjitzu Master,Ninjago,2018,69,1,Retail,True,2018-01-01 00:00:00,2019-02-24 00:00:00,9.99,36.75
12546,70637-1,Cole Spinjitzu Master,Ninjago,2018,73,1,Retail,True,2018-01-01 00:00:00,2019-02-25 00:00:00,9.99,21.86
12547,70638-1,Katana V11,Ninjago,2018,257,2,Retail,True,2018-01-01 00:00:00,2020-01-13 00:00:00,19.99,39.75
12548,70639-1,Street Race of Snake Jaguar,Ninjago,2018,308,2,Retail,True,2018-01-01 00:00:00,2020-01-13 00:00:00,29.99,122.87
12549,70640-1,S.O.G. Headquarters,Ninjago,2018,530,5,Retail,True,2018-01-01 00:00:00,2019-12-06 00:00:00,39.99,73.27
12550,70641-1,Ninja Nightcrawler,Ninjago,2018,552,3,Retail,True,2018-01-01 00:00:00,2020-01-15 00:00:00,39.99,77.27
12551,70642-1,Killow vs. Samurai X,Ninjago,2018,556,3,Retail,True,2018-01-01 00:00:00,2019-01-21 00:00:00,49.99,215.42
12552,70643-1,Temple of Resurrection,Ninjago,2018,765,7,Retail,True,2018-01-01 00:00:00,2018-12-31 00:00:00,69.99,235.96
12553,70918-1,The Bat-Dune Buggy,The LEGO Batman Movie,2018,198,2,Retail,True,2018-01-01 00:00:00,2018-12-13 00:00:00,24.99,38.63
12554,70919-1,The Justice League Anniversary Party,The LEGO Batman Movie,2018,267,4,Retail,True,2018-01-01 00:00:00,2019-08-01 00:00:00,34.99,42.11
12555,70920-1,Egghead Mech Food Fight,The LEGO Batman Movie,2018,293,3,Retail,True,2018-01-01 00:00:00,2019-07-01 00:00:00,34.99,43.96
12556,70921-1,Harley Quinn Cannonball Attack,The LEGO Batman Movie,2018,425,4,Retail,True,2018-01-01 00:00:00,2019-02-23 00:00:00,49.99,79.19
12557,70923-1,The Bat-Space Shuttle,The LEGO Batman Movie,2018,643,6,Retail,True,2018-01-01 00:00:00,2018-11-27 00:00:00,79.99,148.9
12558,71020-0,Random Bag,Minifigure Series,2018,0,1,Retail,True,2018-01-01 00:00:00,2018-03-31 00:00:00,3.99,7.88
12559,71020-1,Friends are Family Harley Quinn,Minifigure Series,2018,7,1,Retail,True,2018-01-01 00:00:00,2018-03-31 00:00:00,3.99,4.82
12560,71020-2,Friends are Family Alfred,Minifigure Series,2018,7,1,Retail,True,2018-01-01 00:00:00,2018-03-31 00:00:00,3.99,4.02
12561,71020-3,Clock King,Minifigure Series,2018,6,1,Retail,True,2018-01-01 00:00:00,2018-03-31 00:00:00,3.99,3.82
12562,71020-4,Professor Hugo Strange,Minifigure Series,2018,6,1,Retail,True,2018-01-01 00:00:00,2018-03-31 00:00:00,3.99,5.43
12563,71020-5,Mermaid Batman,Minifigure Series,2018,5,1,Retail,True,2018-01-01 00:00:00,2018-03-31 00:00:00,3.99,4.31
