Number,Name,Theme,Subtheme,Year,Pieces,Minifigs,Availability,Retired,ReleasedDate,RetiredDate,Retail,Paid,Value,Growth,Condition,Date,Notes,Collection,Status,URL
5005821-1,Yoda Bag Tag,Gear,Miscellaneous,2019,0,0,Retail,True,06/04/2019,20/03/2020,"5;27 €","5;27 €","9;51 €",80.47,New,,,Default,Owned,https://www.brickeconomy.com/set/5005821-1/lego-yoda-bag-tag
5005822-1,Ford Mustang Key Chain,Gear,Key Chains / Miscellaneous,2019,0,0,Promotional,True,01/03/2019,10/03/2019,"0;00 €","0;00 €","13;71 €",1271.04,New,,,Default,Owned,https://www.brickeconomy.com/set/5005822-1/lego-ford-mustang-key-chain
5005823-1,20th Anniversary Darth Vader Brick Clock,Gear,Watches & Clocks,2019,0,0,Retail,True,14/04/2019,01/11/2019,"29;99 €","29;99 €","28;81 €",-3.93,New,,,Default,Owned,https://www.brickeconomy.com/set/5005823-1/lego-20th-anniversary-darth-vader-brick-clock
5005824-1,20th Anniversary Darth Vader Link Watch,Gear,Watches & Clocks,2019,0,0,Retail,True,14/04/2019,14/04/2021,"24;99 €","24;99 €","41;03 €",64.20,New,,,Default,Owned,https://www.brickeconomy.com/set/5005824-1/lego-20th-anniversary-darth-vader-link-watch
5005825-1,Stormtrooper Bag Tag,Gear,Miscellaneous,2019,0,0,Retail,True,06/04/2019,06/04/2021,"5;27 €","5;27 €","8;20 €",55.59,New,,,Default,Owned,https://www.brickeconomy.com/set/5005825-1/lego-stormtrooper-bag-tag
5005827-1,Technic Easter Bundle,Technic,Bundle,2019,0,0,Retail,True,02/04/2019,02/04/2021,"39;97 €","39;97 €","69;18 €",73.07,New,,,Default,Owned,https://www.brickeconomy.com/set/5005827-1/lego-technic-easter-bundle
5005828-1,NINJAGO Easter Bundle,Ninjago,Bundle,2019,0,0,Retail,True,02/04/2019,02/04/2021,"39;97 €","39;97 €","56;92 €",42.40,New,,,Default,Owned,https://www.brickeconomy.com/set/5005828-1/lego-ninjago-easter-bundle
5005829-1,Friends Easter Bundle,Friends,Value Packs,2019,0,0,Retail,True,02/04/2019,02/04/2021,"39;97 €","39;97 €","65;82 €",64.66,New,,,Default,Owned,https://www.brickeconomy.com/set/5005829-1/lego-friends-easter-bundle
5005830-1,City Easter Bundle,City,Value Packs,2019,0,0,Retail,True,02/04/2019,02/04/2021,"39;97 €","39;97 €","48;44 €",21.18,New,,,Default,Owned,https://www.brickeconomy.com/set/5005830-1/lego-city-easter-bundle
5005834-1,Emmet Clip,Gear,,2019,0,0,Retail,True,06/04/2019,01/03/2020,"5;27 €","5;27 €","10;86 €",106.01,New,,,Default,Owned,https://www.brickeconomy.com/set/5005834-1/lego-emmet-clip
5005836-1,Unikitty Clip,Gear,,2019,0,0,Retail,True,06/04/2019,06/04/2021,"5;27 €","5;27 €","5;27 €",0.00,New,,,Default,Owned,https://www.brickeconomy.com/set/5005836-1/lego-unikitty-clip
5005842-1,Sweet Mayhem Clip,Gear,,2019,0,0,Retail,True,06/04/2019,06/04/2021,"5;27 €","5;27 €","5;27 €",0.00,New,,,Default,Owned,https://www.brickeconomy.com/set/5005842-1/lego-sweet-mayhem-clip
5005843-1,Benny Clip,Gear,,2019,0,0,Retail,True,06/04/2019,06/04/2021,"5;27 €","5;27 €","5;27 €",0.00,New,,,Default,Owned,https://www.brickeconomy.com/set/5005843-1/lego-benny-clip
5005844-1,Emmet Minifigure Plush,Gear,Plush,2019,0,0,Retail,True,06/04/2019,06/04/2021,"17;59 €","17;59 €","60;54 €",244.17,New,,,Default,Owned,https://www.brickeconomy.com/set/5005844-1/lego-emmet-minifigure-plush
5005846-1,Unikitty Plush,Gear,Plush,2019,0,0,Retail,True,06/04/2019,06/04/2021,"17;59 €","17;59 €","36;71 €",108.70,New,,,Default,Owned,https://www.brickeconomy.com/set/5005846-1/lego-unikitty-plush
5005877-1,Captain Marvel Art Print,Gear,Posters,2019,0,0,Promotional,True,19/04/2019,02/05/2019,"0;00 €","0;00 €","2;84 €",184.24,New,,,Default,Owned,https://www.brickeconomy.com/set/5005877-1/lego-captain-marvel-art-print
5005888-1,Star Wars 20th Anniversary Art Print,Gear,Posters,2019,0,0,Promotional,True,01/01/2019,01/01/2021,"0;00 €","0;00 €","4;84 €",384.00,New,,,Default,Owned,https://www.brickeconomy.com/set/5005888-1/lego-star-wars-20th-anniversary-art-print
EASTERCHICK-1,Easter Chick,Seasonal,Easter,2019,30,0,Promotional,True,19/04/2019,19/04/2021,"0;00 €","0;00 €","32;38 €",3137.52,New,,,Default,Owned,https://www.brickeconomy.com/set/SID00157830-1/lego-easter-chick
21045-1,Trafalgar Square,Architecture,Landmark Series,2019,1197,0,Retail,True,02/08/2019,25/01/2022,"79;99 €","79;99 €","74;28 €",-7.14,New,,,Default,Owned,https://www.brickeconomy.com/set/21045-1/lego-architecture-trafalgar-square
40325-1,Crane,Promotional,Monthly Mini Model Build,2019,64,0,Promotional,True,01/05/2019,01/05/2021,"0;00 €","0;00 €","4;41 €",340.88,New,,,Default,Owned,https://www.brickeconomy.com/set/40325-1/lego-monthly-mini-model-build-crane
40326-1,Frog,Promotional,Monthly Mini Model Build,2019,39,0,Promotional,True,01/06/2019,01/06/2021,"0;00 €","0;00 €","7;37 €",636.56,New,,,Default,Owned,https://www.brickeconomy.com/set/40326-1/lego-monthly-mini-model-build-frog
40335-1,Space Rocket Ride,Ideas,,2019,154,1,Promotional,True,05/06/2019,18/06/2019,"11;43 €","11;43 €","19;73 €",72.59,New,,,Default,Owned,https://www.brickeconomy.com/set/40335-1/lego-ideas-space-rocket-ride
40342-1,Minifigure Pack,Ninjago,Secrets of the Forbidden Spinjitzu,2019,59,4,RetailLimited,True,12/06/2019,03/12/2019,"12;99 €","12;99 €","17;16 €",32.10,New,,,Default,Owned,https://www.brickeconomy.com/set/40342-1/ninjago-secrets-of-the-forbidden-spinjitzu-minifigure-pack
40343-1,Spider-Man and the Museum Break-In Minifigure Pack,Marvel Super Heroes,Spider-Man Far From Home,2019,49,3,Exclusive,True,01/06/2019,01/08/2021,"14;99 €","14;99 €","41;90 €",179.50,New,,,Default,Owned,https://www.brickeconomy.com/set/40343-1/spider-man-and-the-museum-break-in-minifigure-pack
40344-1,Summer Celebration Minifigure Pack,City,,2019,45,4,Exclusive,True,12/06/2019,13/07/2019,"12;99 €","12;99 €","12;38 €",-4.68,New,,,Default,Owned,https://www.brickeconomy.com/set/40344-1/lego-city-summer-celebration-minifigure-pack
40345-1,Mars Exploration Minifigure Pack,City,Space,2019,44,4,Exclusive,True,12/06/2019,08/08/2019,"12;99 €","12;99 €","15;46 €",19.03,New,,,Default,Owned,https://www.brickeconomy.com/set/40345-1/lego-city-space-mars-exploration-minifigure-pack
40346-1,LEGOLAND,Promotional,LEGOLAND,2019,1336,11,Exclusive,True,23/05/2019,23/05/2021,"119;99 €","119;99 €","116;04 €",-3.29,New,,,Default,Owned,https://www.brickeconomy.com/set/40346-1/legoland
60224-1,Satellite Service Mission,City,Space,2019,84,1,Retail,True,12/06/2019,08/12/2020,"9;99 €","9;99 €","13;89 €",39.00,New,,,Default,Owned,https://www.brickeconomy.com/set/60224-1/lego-city-space-satellite-service-mission
60225-1,Rover Testing Drive,City,Space,2019,202,2,Retail,True,12/06/2019,01/02/2021,"19;99 €","19;99 €","28;30 €",41.57,New,,,Default,Owned,https://www.brickeconomy.com/set/60225-1/lego-city-space-rover-testing-drive
60226-1,Mars Research Shuttle,City,Space,2019,273,2,Retail,True,12/06/2019,10/12/2021,"29;99 €","29;99 €","37;82 €",26.12,New,,,Default,Owned,https://www.brickeconomy.com/set/60226-1/lego-city-space-mars-research-shuttle
60227-1,Lunar Space Station,City,Space,2019,412,5,Retail,True,12/06/2019,15/11/2020,"49;99 €","49;99 €","55;62 €",11.27,New,,,Default,Owned,https://www.brickeconomy.com/set/60227-1/lego-city-lunar-space-station
60228-1,Deep Space Rocket and Launch Control,City,Space,2019,837,7,Retail,True,12/06/2019,01/12/2021,"99;99 €","99;99 €","112;85 €",12.86,New,,,Default,Owned,https://www.brickeconomy.com/set/60228-1/lego-city-deep-space-rocket-and-launch-control
60229-1,Rocket Assembly &Transport,City,Space,2019,1055,8,Retail,True,12/06/2019,30/11/2021,"129;99 €","129;99 €","127;58 €",-1.85,New,,,Default,Owned,https://www.brickeconomy.com/set/60229-1/lego-city-space-rocket-assembly-transport
